ダウンロードした時刻：2019/10/10 16:11:22

,神戸,神戸,神戸
年月日,平均気温(℃),最高気温(℃),最低気温(℃)
,,,
2013/12/1,10.3,14.8,6.2
2013/12/2,11.4,14.8,7.1
2013/12/3,10.8,14.1,7.5
2013/12/4,10.7,14.5,6.9
2013/12/5,11.2,15.4,7.6
2013/12/6,12.1,15.6,9.3
2013/12/7,10.3,13.4,7.4
2013/12/8,9.2,12.4,6.5
2013/12/9,10.0,12.7,5.7
2013/12/10,10.8,13.4,7.8
2013/12/11,8.6,11.8,6.2
2013/12/12,5.9,8.3,4.5
2013/12/13,6.8,10.6,2.7
2013/12/14,5.5,8.1,2.9
2013/12/15,7.3,10.4,5.0
2013/12/16,7.0,9.7,5.2
2013/12/17,8.4,10.5,5.6
2013/12/18,7.8,9.0,6.1
2013/12/19,9.0,11.1,6.9
2013/12/20,5.9,7.9,3.8
2013/12/21,6.2,8.8,5.0
2013/12/22,5.6,8.3,4.1
2013/12/23,6.7,9.9,3.0
2013/12/24,7.1,10.1,4.9
2013/12/25,6.9,9.3,3.9
2013/12/26,7.7,9.4,6.0
2013/12/27,6.1,9.5,3.1
2013/12/28,3.6,6.8,1.9
2013/12/29,3.9,7.4,1.1
2013/12/30,6.2,9.0,2.5
2013/12/31,8.6,11.4,5.6
2014/1/1,10.3,12.3,8.4
2014/1/2,8.6,12.3,5.2
2014/1/3,7.0,10.2,3.7
2014/1/4,6.6,9.5,4.2
2014/1/5,4.8,8.1,2.5
2014/1/6,5.0,9.3,2.4
2014/1/7,6.3,11.2,1.6
2014/1/8,8.2,9.4,6.6
2014/1/9,6.2,9.8,2.0
2014/1/10,3.3,6.6,1.1
2014/1/11,4.7,8.1,1.6
2014/1/12,5.1,8.1,1.9
2014/1/13,4.5,7.5,2.0
2014/1/14,3.6,7.0,0.4
2014/1/15,5.7,10.0,1.9
2014/1/16,6.5,10.7,2.5
2014/1/17,6.3,9.8,4.0
2014/1/18,5.1,8.4,2.6
2014/1/19,2.5,5.3,0.6
2014/1/20,4.7,8.2,0.7
2014/1/21,5.6,8.9,3.2
2014/1/22,4.5,7.9,2.3
2014/1/23,5.7,10.6,2.1
2014/1/24,6.6,11.4,2.1
2014/1/25,9.5,13.6,4.5
2014/1/26,7.2,11.4,2.5
2014/1/27,4.0,6.7,1.7
2014/1/28,6.7,10.6,1.6
2014/1/29,8.0,11.0,5.3
2014/1/30,9.1,12.5,6.6
2014/1/31,10.6,13.9,6.3
2014/2/1,9.2,14.5,5.1
2014/2/2,12.8,15.8,10.7
2014/2/3,11.9,15.6,9.7
2014/2/4,5.4,10.5,1.2
2014/2/5,2.0,5.1,0.5
2014/2/6,1.8,3.1,-0.2
2014/2/7,3.6,6.4,1.1
2014/2/8,4.5,6.3,0.8
2014/2/9,5.3,8.6,3.2
2014/2/10,3.8,6.3,1.6
2014/2/11,2.9,6.2,1.2
2014/2/12,5.0,9.5,1.5
2014/2/13,5.3,7.9,3.8
2014/2/14,3.2,5.6,0.7
2014/2/15,5.7,8.5,3.6
2014/2/16,6.2,10.5,3.7
2014/2/17,6.0,12.0,2.6
2014/2/18,3.7,5.4,2.5
2014/2/19,3.9,7.0,2.5
2014/2/20,4.8,9.2,1.7
2014/2/21,4.2,8.1,1.5
2014/2/22,4.5,8.4,1.7
2014/2/23,4.9,8.6,0.8
2014/2/24,5.8,9.2,2.1
2014/2/25,8.5,12.9,4.6
2014/2/26,10.0,13.7,5.0
2014/2/27,12.0,13.7,10.6
2014/2/28,12.8,15.8,10.6
2014/3/1,10.3,11.9,9.4
2014/3/2,9.7,12.2,8.4
2014/3/3,6.7,9.6,3.4
2014/3/4,7.5,12.3,1.3
2014/3/5,8.7,11.4,3.8
2014/3/6,3.6,6.9,1.7
2014/3/7,4.3,8.2,0.7
2014/3/8,5.2,9.2,1.1
2014/3/9,6.5,9.8,3.5
2014/3/10,3.8,7.5,1.4
2014/3/11,6.2,9.9,1.4
2014/3/12,11.0,16.2,5.3
2014/3/13,11.5,15.9,7.3
2014/3/14,6.4,10.4,4.0
2014/3/15,6.6,9.9,2.7
2014/3/16,11.2,16.4,5.0
2014/3/17,13.2,18.1,8.3
2014/3/18,14.5,16.5,11.1
2014/3/19,11.7,15.7,7.5
2014/3/20,10.7,13.2,7.8
2014/3/21,6.8,10.0,4.2
2014/3/22,7.9,12.9,3.9
2014/3/23,10.3,14.6,5.7
2014/3/24,12.9,17.3,8.1
2014/3/25,15.3,17.7,12.2
2014/3/26,14.1,16.1,12.5
2014/3/27,14.3,17.1,10.9
2014/3/28,13.6,19.2,8.6
2014/3/29,16.2,20.0,13.1
2014/3/30,15.8,19.0,13.4
2014/3/31,13.4,18.6,10.2
